insertId,jsonPayload.data.address,jsonPayload.data.connectionId,jsonPayload.data.duration,jsonPayload.data.elapsedTime,jsonPayload.data.failure.$clusterTime.clusterTime.$timestamp,jsonPayload.data.failure.$clusterTime.signature.hash.data,jsonPayload.data.failure.$clusterTime.signature.hash.type,jsonPayload.data.failure.$clusterTime.signature.keyId.high,jsonPayload.data.failure.$clusterTime.signature.keyId.low,jsonPayload.data.failure.$clusterTime.signature.keyId.unsigned,jsonPayload.data.failure.cause.address,jsonPayload.data.failure.cause.code,jsonPayload.data.failure.cause.errno,jsonPayload.data.failure.cause.hostname,jsonPayload.data.failure.cause.port,jsonPayload.data.failure.cause.syscall,jsonPayload.data.failure.code,jsonPayload.data.failure.codeName,jsonPayload.data.failure.ok,jsonPayload.data.failure.operationTime.$timestamp,jsonPayload.data.failure.remainingQuiesceTimeMillis,jsonPayload.data.failure.topologyVersion.counter,jsonPayload.data.failure.topologyVersion.processId,jsonPayload.data.reason.commonWireVersion,jsonPayload.data.reason.compatible,jsonPayload.data.reason.heartbeatFrequencyMS,jsonPayload.data.reason.localThresholdMS,jsonPayload.data.reason.logicalSessionTimeoutMinutes,jsonPayload.data.reason.maxElectionId,jsonPayload.data.reason.maxSetVersion,jsonPayload.data.reason.servers,jsonPayload.data.reason.setName,jsonPayload.data.reason.stale,jsonPayload.data.reason.type,jsonPayload.data.topologyId,jsonPayload.data.type,jsonPayload.msg,jsonPayload.timestamp,"labels.""compute.googleapis.com/resource_name""","labels.""k8s-pod/app_kubernetes_io/instance""","labels.""k8s-pod/app_kubernetes_io/name""","labels.""k8s-pod/pod-template-hash""",logName,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,timestamp
op84m6qlhs1d0f88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:35:17.054Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:35:18.283595885Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:35:17.054550740Z
q4ea15xaihvigoou,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] Unknown --> RSSecondary,2022-11-15T18:35:17.053Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:35:18.283595885Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:35:17.054524251Z
i78g3mmwp3x7w4id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:35:07.046Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:35:08.290685369Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:35:07.047080519Z
7q6tt6gsllfv6x5c,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] Unknown,2022-11-15T18:35:07.046Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:35:08.290685369Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:35:07.047009494Z
re1vk4sj8s4bcgx0,,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,30001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-1],2022-11-15T18:35:07.046Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:35:08.290685369Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:35:07.046542731Z
4kyab0eu074ek81m,,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,9,,7166312989627252737,"[85,60,96,92,207,228,108,95,241,128,69,39,14,129,160,202,114,178,10,25]",Buffer,1668486221,4,,,,,,,,91,ShutdownInProgress,,7166312989627252737,4984,10,6373d91525f348b17548f691,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-1],2022-11-15T18:34:27.044Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:28.285867461Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:27.045081533Z
kjnb8u5eexj87mbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:34:25.436Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:28.285867461Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:25.437236408Z
61frl0p996gdv5it,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-0] Unknown --> RSSecondary,2022-11-15T18:34:25.436Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:28.285867461Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:25.437168850Z
0gqvprvi3m12rmp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[TASK] [100780] [Get documents] First time to execute after disconnection: 373 ms,2022-11-15T18:34:17.323Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:17.323510018Z
4xwxhn84u9uts329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:34:17.033Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:17.033860565Z
9v5ysysmx53ohjsj,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] RSSecondary --> Unknown,2022-11-15T18:34:17.033Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:17.033346698Z
0q9hymysfhg71055,,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,40,,7166312946677579778,,,1668486221,4,,,,,,,,91,ShutdownInProgress,,7166312933792677889,15000,10,6373d91525f348b17548f691,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-1],2022-11-15T18:34:17.032Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:17.032805253Z
2k5ief3j7xtfqy9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:34:16.991Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.991351650Z
fwpmqxcf3qrucv51,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] RSSecondary,2022-11-15T18:34:16.990Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.991143162Z
7li9ao353j5outrg,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[INFO] Reconnecting to MongoDB server, after 34 ms",2022-11-15T18:34:16.984Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.984769808Z
6p8aohl42vg0k5yk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[INFO] Connected to MongoDB server,2022-11-15T18:34:16.984Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.984749180Z
7g90vxz29opys44i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[INFO] new primary is my-cluster-name-rs0-2 (Old was my-cluster-name-rs0-1),2022-11-15T18:34:16.983Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.983710856Z
jlvsmrqrhh0at56k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary --> ReplicaSetWithPrimary,2022-11-15T18:34:16.983Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.983705237Z
kq3tvirmlvm6f2oa,my-cluster-name-rs0-2.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSPrimary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-2] RSSecondary --> RSPrimary,2022-11-15T18:34:16.983Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.983695611Z
kq8y1n2pgsvl1ayh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary,2022-11-15T18:34:16.982Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.983687441Z
xp1k2rpb0qndhdnk,my-cluster-name-rs0-2.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-2] RSSecondary,2022-11-15T18:34:16.982Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.983591904Z
2h0t2mdcbvac28f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary,2022-11-15T18:34:16.964Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.966637608Z
1j6fv3p0kczef0md,my-cluster-name-rs0-2.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-2] RSSecondary,2022-11-15T18:34:16.964Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.966626472Z
er65s76qporwu1yn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary,2022-11-15T18:34:16.951Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.952378872Z
wdxnfjhy9ress0ue,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] RSOther --> RSSecondary,2022-11-15T18:34:16.951Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.952332179Z
om5bja4p5lf2y4f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[INFO] Disconnected from MongoDB server,2022-11-15T18:34:16.949Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.951920395Z
xs9iv4r0za8fh362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary --> ReplicaSetNoPrimary,2022-11-15T18:34:16.949Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.949795094Z
alwmcsshfpqvvp5j,my-cluster-name-rs0-1.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSOther,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-1] RSPrimary --> RSOther,2022-11-15T18:34:16.947Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:16.948202538Z
89s9n7etjij70rvk,,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,1,,,,,,,,,ENOTFOUND,-3008,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local,,getaddrinfo,,,,,,,,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-0],2022-11-15T18:34:15.431Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:18.282576855Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:15.431368935Z
fqyg9c0lxqu1tkpp,,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,3,,,,,,,,,ENOTFOUND,-3008,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local,,getaddrinfo,,,,,,,,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-0],2022-11-15T18:34:05.428Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:34:08.328450608Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:34:05.428294257Z
643lhmmoad20ptmx,,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,1,,,,,,,,,ENOTFOUND,-3008,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local,,getaddrinfo,,,,,,,,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-0],2022-11-15T18:33:55.422Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:58.283391285Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:55.423227887Z
pbn1layy7a5jjuzx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:33:45.421Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:48.311649797Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:45.423011059Z
d7k4b9klld84n2r6,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-0] Unknown,2022-11-15T18:33:45.421Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:48.311649797Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:45.422958847Z
lmssvibwij5q8kof,,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,1,,,,,,,,,ENOTFOUND,-3008,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local,,getaddrinfo,,,,,,,,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-0],2022-11-15T18:33:45.421Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:48.311649797Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:45.422862755Z
g1uljr32421mnwzk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:33:42.246Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:43.286516290Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:42.246347666Z
pcywdrpfc3sdufvm,my-cluster-name-rs0-2.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSSecondary,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-2] Unknown --> RSSecondary,2022-11-15T18:33:42.246Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:43.286516290Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:42.246245246Z
b2q1p86yqpksr0tq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary,2022-11-15T18:33:35.419Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:38.287113897Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:35.427043799Z
ljxudxf10r3nkhne,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,[EVENT] [serverDescriptionChanged] [my-cluster-name-rs0-0] RSSecondary --> Unknown,2022-11-15T18:33:35.419Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:38.287113897Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:35.427024385Z
mwnd3224urghwock,,my-cluster-name-rs0-0.my-cluster-name-rs0.infra-mongo-test.svc.cluster.local:27017,8840,,7166312761993986049,,,1668486221,4,,,,,,,,91,ShutdownInProgress,,7166312761993986049,15000,5,6373d940f5b5591eb91a1e80,,,,,,,,,,,,,,[EVENT] [serverHeartbeatFailed] [my-cluster-name-rs0-0],2022-11-15T18:33:35.418Z,gke-cluster-2-default-pool-2735dec3-tb1z,mongo-client-nodejs-mongodb-4110,mongo-client,6f6b8dc696,projects/<redacted>/logs/stdout,,2022-11-15T18:33:38.287113897Z,,cluster-2,mongo-client,us-central1-c,infra-mongo-test,mongo-client-nodejs-mongodb-4110-6f6b8dc696-t4pkd,<redacted>,k8s_container,INFO,2022-11-15T18:33:35.426752379Z
